CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
41936,,,1090,1200,,,1090,1200,,,ENL 005F
41937,600,710,,,600,710,,,,,ENL 005NF
41938,600,710,,,600,710,,,,,ENL 005P
41939,1450,840,,,1450,840,,,,,ENL 005P
41940,,,970,1080,,,970,1080,,,ENL 005P
63149,,,660,710,,,,,,,ENL 010A
63152,,,1090,1170,,,1090,1170,,,ENL 010A
63147,,,600,650,,,,,,,ENL 010A
63146,,,1090,1170,,,1090,1170,,,ENL 010A
63146,,,540,590,,,,,,,ENL 010A
63145,,,1090,1170,,,1090,1170,,,ENL 010A
63145,,,540,590,,,,,,,ENL 010A
63149,,,1090,1170,,,1090,1170,,,ENL 010A
63151,,,,,,,480,530,,,ENL 010A
63147,,,1090,1170,,,1090,1170,,,ENL 010A
63152,,,,,,,540,590,,,ENL 010A
63151,,,1090,1170,,,1090,1170,,,ENL 010A
63153,,,540,620,,,540,620,,,ENL 010C
63153,,,,,,,1090,1140,,,ENL 010C
63154,,,540,620,,,540,620,,,ENL 010C
63154,,,,,,,1090,1140,,,ENL 010C
63155,,,540,620,,,540,620,,,ENL 010C
63155,,,,,,,1150,1200,,,ENL 010C
63156,,,480,530,,,,,,,ENL 010C
63156,,,540,620,,,540,620,,,ENL 010C
41952,600,650,,,600,650,,,600,650,ENL 040
63181,790,840,,,790,840,,,790,840,ENL 040
63182,,,1450,900,,,,,,,ENL 041
63182,,,,,,,1450,900,,,ENL 041
63202,,,1000,1080,,,1000,1080,,,ENL 053
63189,,,600,650,,,,,,,ENL 072
63183,,,540,590,,,,,,,ENL 072
63189,910,990,,,910,990,,,,,ENL 072
63201,,,,,,,600,650,,,ENL 072
63201,910,990,,,910,990,,,,,ENL 072
63183,910,990,,,910,990,,,,,ENL 072
@,,,,,,,,,,,ENL 092
@,,,,,,,,,,,ENL 098
@,,,,,,,,,,,ENL 099
@,,,820,900,,,820,900,,,ENL 100F
@,910,990,,,910,990,,,,,ENL 100P
42068,,,,,,,,,660,710,ENL 110B
42069,600,650,,,600,650,,,600,650,ENL 110B
42069,,,,,,,,,1450,780,ENL 110B
42070,600,650,,,600,650,,,600,650,ENL 110B
42070,,,,,,,,,1450,780,ENL 110B
42071,600,650,,,600,650,,,600,650,ENL 110B
42071,,,,,,,,,790,840,ENL 110B
42068,600,650,,,600,650,,,600,650,ENL 110B
63206,,,630,710,,,630,710,,,ENL 113A
63203,,,630,710,,,630,710,,,ENL 113A
63203,,,,,,,1090,1140,,,ENL 113A
63204,,,630,710,,,630,710,,,ENL 113A
63204,,,,,,,1150,1200,,,ENL 113A
63206,,,480,530,,,,,,,ENL 113A
63209,,,540,590,,,,,,,ENL 113A
63209,,,630,710,,,630,710,,,ENL 113A
42079,660,710,,,660,710,,,660,710,ENL 117
42078,,,,,,,,,540,590,ENL 117
42077,,,,,1150,1200,,,,,ENL 117
42077,660,710,,,660,710,,,660,710,ENL 117
42078,660,710,,,660,710,,,660,710,ENL 117
42076,660,710,,,660,710,,,660,710,ENL 117
42076,,,,,1090,1140,,,,,ENL 117
42079,,,,,,,,,600,650,ENL 117
63636,660,710,,,660,710,,,660,710,ENL 149
63212,790,840,,,790,840,,,790,840,ENL 150A
63213,,,1450,810,,,1450,810,,,ENL 155B
63214,,,540,620,,,540,620,,,ENL 156
63215,,,630,710,,,630,710,,,ENL 164
42096,,,910,990,,,910,990,,,ENL 172
42096,,,,,,,,,1450,780,ENL 172
42094,1090,1140,,,,,,,,,ENL 172
42095,,,,,,,,,660,710,ENL 172
42095,,,910,990,,,910,990,,,ENL 172
42091,,,910,990,,,910,990,,,ENL 172
42092,,,,,,,,,600,650,ENL 172
42091,,,,,,,,,540,590,ENL 172
42090,,,,,1090,1140,,,,,ENL 172
42090,,,910,990,,,910,990,,,ENL 172
42089,,,,,1030,1080,,,,,ENL 172
42089,,,910,990,,,910,990,,,ENL 172
42092,,,910,990,,,910,990,,,ENL 172
42093,,,910,990,,,910,990,,,ENL 172
42093,1030,1080,,,,,,,,,ENL 172
42094,,,910,990,,,910,990,,,ENL 172
42098,1450,780,,,1450,780,,,1450,780,ENL 177
42097,,,910,990,,,910,990,,,ENL 177
42099,,,1450,810,,,1450,810,,,ENL 178
42099,,,,,,,,,,,ENL 178
63800,600,650,,,600,650,,,600,650,ENL 181A
63230,,,1000,1080,,,1000,1080,,,ENL 183
63232,850,930,,,850,930,,,,,ENL 188A
42101,,,820,900,,,820,900,,,ENL 189
@,,,,,,,,,,,ENL 192
@,,,,,,,,,,,ENL 195H
@,,,,,,,,,,,ENL 197T
@,,,,,,,,,,,ENL 197TC
@,,,,,,,,,,,ENL 198
@,,,,,,,,,,,ENL 199
42259,1450,900,,,,,,,,,ENL 200
63240,,,,,1380,830,,,,,ENL 260
42263,,,,,,,1030,1200,,,ENL 287
42263,,,,,910,1080,,,,,ENL 287
@,,,,,,,1450,900,,,ENL 290F
@,,,1450,900,,,,,,,ENL 290P
@,,,,,,,,,,,ENL 298
@,,,,,,,,,,,ENL 299
@,,,,,,,,,,,ENL 299D
@,,,,,,,,,,,ENL 396
62715,,,540,710,,,,,,,ENT 001
62715,660,710,,,660,710,,,,,ENT 001
62716,660,710,,,660,710,,,,,ENT 001
62716,,,,,,,850,1020,,,ENT 001
62717,,,,,,,540,710,,,ENT 001
62717,660,710,,,660,710,,,,,ENT 001
@,,,,,,,,,,,ENT 092
@,,,,,,,,,,,ENT 099
42556,540,590,,,540,590,,,540,590,ENT 100
42557,790,960,,,790,960,,,,,ENT 100L
62913,,,,,,,,,1260,900,ENT 110
62913,,,1450,810,,,1450,810,,,ENT 110
42559,790,840,,,790,840,,,790,840,ENT 117
62973,,,1450,810,,,1450,810,,,ENT 123
@,,,,,,,,,,,ENT 192
@,,,,,,,,,,,ENT 197T
@,,,,,,,,,,,ENT 198
@,,,,,,,,,,,ENT 199
@,,,970,1020,,,970,1020,,,ENT 214
@,,,,,,,,,,,ENT 290
42699,,,,,970,1020,,,,,ENT 297N
@,,,,,,,,,,,ENT 298
@,,,,,,,,,,,ENT 299
41893,600,650,,,600,650,,,600,650,ENH 001
41894,,,,,,,,,1450,780,ENH 006
41896,,,,,,,,,,,ENH 006
41896,,,850,1020,,,,,,,ENH 006
41896,,,,,,,,,1450,780,ENH 006
41895,,,,,,,,,,,ENH 006
41895,,,790,960,,,,,,,ENH 006
41895,,,,,,,,,1450,780,ENH 006
41894,,,,,850,1020,,,,,ENH 006
41894,,,,,,,,,,,ENH 006
63807,,,,,,,540,710,,,ENH 100
63807,,,540,650,,,,,,,ENH 100
41897,850,960,,,,,,,,,ENH 101
41897,790,840,,,,,,,,,ENH 101
41898,,,790,960,,,,,,,ENH 120
41898,,,1450,780,,,1450,780,,,ENH 120
41899,540,590,,,540,590,,,540,590,ENH 150
42768,540,650,,,540,650,,,,,ENV 200A
63984,,,600,710,,,600,710,,,ENV 200B
@,,,,,,,,,,,ESM 092
@,,,,,,,,,,,ESM 098
42887,,,480,590,,,480,590,,,ESM 100
42889,,,,,850,900,,,,,ESM 144
42890,660,710,,,660,710,,,660,710,ESM 144
42890,,,,,910,960,,,,,ESM 144
42891,660,710,,,660,710,,,660,710,ESM 144
42891,,,,,970,1020,,,,,ESM 144
42892,660,710,,,660,710,,,660,710,ESM 144
42892,,,,,,,850,900,,,ESM 144
42889,660,710,,,660,710,,,660,710,ESM 144
42888,,,,,790,840,,,,,ESM 144
42888,660,710,,,660,710,,,660,710,ESM 144
42893,660,710,,,660,710,,,660,710,ESM 144
42895,,,,,,,790,840,,,ESM 144
42895,660,710,,,660,710,,,660,710,ESM 144
42894,660,710,,,660,710,,,660,710,ESM 144
42894,,,,,,,,,600,650,ESM 144
42893,,,,,,,910,960,,,ESM 144
42896,,,540,590,,,540,590,,,ESM 185
42896,,,600,710,,,600,710,,,ESM 185
42897,,,1450,840,,,1450,840,,,ESM 185
42897,,,540,590,,,540,590,,,ESM 185
@,,,,,,,,,,,ESM 192
@,,,,,,,,,,,ESM 194H
@,,,,,,,,,,,ESM 198
@,,,,,,,,,,,ESM 199
42937,,,,,540,590,,,,,ESP 001
42937,,,1000,1080,,,1000,1080,,,ESP 001
42938,,,,,600,650,,,,,ESP 001
42938,,,1000,1080,,,1000,1080,,,ESP 001
42939,,,,,660,710,,,,,ESP 001
42939,,,1000,1080,,,1000,1080,,,ESP 001
42940,,,,,910,960,,,,,ESP 001
42940,,,1000,1080,,,1000,1080,,,ESP 001
42941,,,,,970,1020,,,,,ESP 001
42941,,,1000,1080,,,1000,1080,,,ESP 001
42942,,,1000,1080,,,1000,1080,,,ESP 001
42942,,,,,1030,1080,,,,,ESP 001
42943,,,,,,,540,590,,,ESP 001
42943,,,1000,1080,,,1000,1080,,,ESP 001
42944,,,,,,,600,650,,,ESP 001
42944,,,1000,1080,,,1000,1080,,,ESP 001
42945,,,,,,,660,710,,,ESP 001
42945,,,1000,1080,,,1000,1080,,,ESP 001
42946,,,,,,,1450,780,,,ESP 001
42946,,,1000,1080,,,1000,1080,,,ESP 001
42947,,,,,,,790,840,,,ESP 001
42947,,,1000,1080,,,1000,1080,,,ESP 001
42948,,,,,,,850,900,,,ESP 001
42948,,,1000,1080,,,1000,1080,,,ESP 001
@,,,,,,,,,,,ESP 092
@,,,,,,,,,,,ESP 098
@,,,,,,,,,,,ESP 098
42978,,,,,660,710,,,,,ESP 100
42979,,,540,620,,,540,620,,,ESP 100
42979,,,,,1450,780,,,,,ESP 100
42980,,,540,620,,,540,620,,,ESP 100
42980,,,,,790,840,,,,,ESP 100
42978,,,540,620,,,540,620,,,ESP 100
42977,,,,,600,650,,,,,ESP 100
42977,,,540,620,,,540,620,,,ESP 100
42981,,,540,620,,,540,620,,,ESP 100
42982,,,,,910,960,,,,,ESP 100
42982,,,540,620,,,540,620,,,ESP 100
42981,,,,,850,900,,,,,ESP 100
42986,,,,,,,,,540,590,ESP 161
42986,,,1090,1170,,,1090,1170,,,ESP 161
42987,,,,,,,,,600,650,ESP 161
42987,,,1090,1170,,,1090,1170,,,ESP 161
42989,,,,,,,,,1450,780,ESP 161
42988,,,1090,1170,,,1090,1170,,,ESP 161
42988,,,,,,,,,660,710,ESP 161
42989,,,1090,1170,,,1090,1170,,,ESP 161
62721,,,1450,810,,,1450,810,,,ESP 168A
62721,850,900,,,,,,,,,ESP 168A
42995,790,840,,,,,,,,,ESP 168A
42995,,,1450,810,,,1450,810,,,ESP 168A
42994,,,1450,810,,,1450,810,,,ESP 168A
42994,1450,780,,,,,,,,,ESP 168A
42993,,,1450,810,,,1450,810,,,ESP 168A
42993,660,710,,,,,,,,,ESP 168A
42992,,,1450,810,,,1450,810,,,ESP 168A
42992,600,650,,,,,,,,,ESP 168A
42991,,,1450,810,,,1450,810,,,ESP 168A
42991,540,590,,,,,,,,,ESP 168A
42996,,,820,900,,,820,900,,,ESP 172
42997,,,,,790,840,,,,,ESP 172
42997,,,820,900,,,820,900,,,ESP 172
42998,,,820,900,,,820,900,,,ESP 172
42998,,,,,850,900,,,,,ESP 172
42996,,,,,1450,780,,,,,ESP 172
@,,,,,,,,,,,ESP 190
@,,,,,,,,,,,ESP 192
@,,,,,,,,,,,ESP 198
@,,,,,,,,,,,ESP 298
@,,,,,,,,,,,ESP 299
@,,,,,,,,,,,ESP 396
@,,,,,,,,,,,ESP 396
@,,,,,,,,,,,ESP 396
@,,,,,,,,,,,ESP 396
@,,,,,,,,,,,ESP 396
@,,,,,,,,,,,ESP 396
43142,540,590,,,540,590,,,540,590,ETX 010
@,,,,,,,,,,,ETX 092
@,,,,,,,,,,,ETX 099
43183,,,,,,,,,,,ETX 101
43183,600,650,,,600,650,,,600,650,ETX 101
43184,,,570,590,,,570,590,,,ETX 104
43184,,,480,560,,,480,560,,,ETX 104
43185,,,910,990,,,910,990,,,ETX 131
43186,,,540,620,,,540,620,,,ETX 135
@,,,,,,,,,,,ETX 190
43198,,,,,,,970,1020,,,ETX 190
@,,,,,,,,,,,ETX 190C
@,,,,,,,,,,,ETX 192
@,,,,,,,,,,,ETX 194HA
@,,,,,,,,,,,ETX 194HA
@,,,,,,,,,,,ETX 194HB
@,,,,,,,,,,,ETX 194HB
@,,,,,,,,,,,ETX 194HC
@,,,,,,,,,,,ETX 194HC
@,,,,,,,,,,,ETX 197T
@,,,,,,,,,,,ETX 198
@,,,,,,,,,,,ETX 199
43357,,,910,990,,,910,990,,,ETX 220
43358,,,540,710,,,540,710,,,ETX 220L
43359,,,,,,,1110,1290,,,ETX 280
43370,,,,,,,970,1020,,,ETX 290
@,,,,,,,,,,,ETX 290
@,,,,,,,,,,,ETX 290C
@,,,,,,,,,,,ETX 297T
@,,,,,,,,,,,ETX 298
@,,,,,1320,1440,,,,,ETX 298
@,,,,,,,,,,,ETX 299
@,,,,,,,,,,,ETX 396
42774,,,790,900,,,,,,,EPI 202
42774,,,,,,,790,900,,,EPI 202
42774,,,,,850,960,,,,,EPI 202
42775,,,600,650,,,600,650,,,EPI 205
42775,,,,,,,,,1380,1490,EPI 205
@,570,650,,,,,,,,,EPI 208
@,,,,,570,650,,,,,EPI 208
64010,,,510,590,,,510,590,,,EPI 226
64010,,,,,,,,,,,EPI 226
42778,,,,,,,,,,,EPI 290
@,,,,,1450,780,,,,,EPI 291
@,,,,,,,,,,,EPI 298
@,,,,,,,,,,,EPI 299
@,,,,,,,,,,,EPI 299
@,,,,,,,,,,,EPI 299
62971,,,630,710,,,630,710,,,EVE 010
@,,,,,,,,,,,EVE 092
@,,,,,,,,,,,EVE 099
43552,,,910,960,,,,,,,EVE 100
43553,,,,,540,590,,,,,EVE 100
43553,,,630,710,,,630,710,,,EVE 100
43554,,,,,600,650,,,,,EVE 100
43554,,,630,710,,,630,710,,,EVE 100
43555,,,630,710,,,630,710,,,EVE 100
43555,,,,,660,710,,,,,EVE 100
43556,,,630,710,,,630,710,,,EVE 100
43556,,,,,790,840,,,,,EVE 100
43557,,,630,710,,,630,710,,,EVE 100
43557,,,,,850,900,,,,,EVE 100
43558,,,,,540,590,,,,,EVE 100
43558,,,630,710,,,630,710,,,EVE 100
43559,,,,,600,650,,,,,EVE 100
43559,,,630,710,,,630,710,,,EVE 100
43560,,,630,710,,,630,710,,,EVE 100
43560,,,,,660,710,,,,,EVE 100
62869,,,630,710,,,630,710,,,EVE 100
62869,,,790,840,,,,,,,EVE 100
43552,,,630,710,,,630,710,,,EVE 100
43551,,,850,900,,,,,,,EVE 100
43551,,,630,710,,,630,710,,,EVE 100
62925,,,630,710,,,630,710,,,EVE 100
62925,,,,,790,840,,,,,EVE 100
43562,,,630,710,,,630,710,,,EVE 101
43561,,,850,900,,,,,,,EVE 101
43561,,,630,710,,,630,710,,,EVE 101
43562,,,910,960,,,,,,,EVE 101
43563,,,630,710,,,630,710,,,EVE 101
43563,,,790,840,,,,,,,EVE 101
43564,,,630,710,,,630,710,,,EVE 101
43564,,,,,850,900,,,,,EVE 101
62966,,,850,930,,,850,930,,,EVE 107
62965,,,,,910,960,,,,,EVE 107
62965,,,850,930,,,850,930,,,EVE 107
62966,,,,,970,1020,,,,,EVE 107
62970,,,,,1030,1080,,,,,EVE 107
62970,,,850,930,,,850,930,,,EVE 107
62969,,,,,970,1020,,,,,EVE 107
62967,,,850,930,,,850,930,,,EVE 107
62967,,,,,1030,1080,,,,,EVE 107
62968,,,850,930,,,850,930,,,EVE 107
62968,,,,,910,960,,,,,EVE 107
62969,,,850,930,,,850,930,,,EVE 107
64088,,,540,620,,,540,620,,,EVE 109
64088,,,,,,,790,840,,,EVE 109
43567,,,630,710,,,630,710,,,EVE 117
43567,,,,,,,,,,,EVE 117
62928,850,900,,,850,900,,,850,900,EVE 131
62932,,,540,620,,,540,620,,,EVE 149
@,,,,,,,,,,,EVE 189
43604,,,910,960,,,910,960,,,EVE 190
@,,,,,,,,,,,EVE 192
@,,,,,,,,,,,EVE 194HA
@,,,,,,,,,,,EVE 194HB
@,,,,,,,,,,,EVE 194HC
@,,,,,,,,,,,EVE 197T
@,,,,,1470,810,,,,,EVE 198
@,,,,,,,,,,,EVE 198
@,,,,,,,,,,,EVE 199
62933,,,910,990,,,910,990,,,EVE 231
@,,,,,,,,,,,EVE 290C
@,,,,,,,,,,,EVE 298
@,,,,,,,,,,,EVE 299
@,,,,,,,,,,,EVE 390
@,,,,,,,,,,,EVE 390
@,,,,,,,,,,,EXB 090C
@,,,,,,,,,,,EXB 092
@,,,,,,,,,,,EXB 097T
@,,,,,,,,,,,EXB 097TC
@,,,,,,,,,,,EXB 098
@,,,,,,,,,,,EXB 099
@,,,,,,,,,,,EXB 190C
@,,,,,,,,,,,EXB 192
@,,,,,,,,,,,EXB 197T
@,,,,,,,,,,,EXB 197TC
@,,,,,,,,,,,EXB 198
@,,,,,,,,,,,EXB 199
44228,,,540,620,,,540,620,,,FPS 161
44229,,,790,960,,,,,,,FPS 161L
@,,,,,,,,,,,FPS 180A
@,,,,,,,,,,,FPS 180B
@,,,,,,,,,,,FPS 192
@,,,,,,,,,,,FPS 197T
@,,,,,,,,,,,FPS 198
@,,,,,,,,,,,FPS 199
44254,1450,810,,,1450,810,,,,,FPS 250E
@,,,,,,,,,,,FPS 299
44165,600,650,,,600,650,,,,,FMS 001
44165,970,1020,,,,,,,,,FMS 001
44165,,,,,1090,1260,,,,,FMS 001
44166,600,650,,,600,650,,,,,FMS 001
44166,1030,1080,,,,,,,,,FMS 001
44166,,,,,1090,1260,,,,,FMS 001
44167,600,650,,,600,650,,,,,FMS 001
44167,1030,1080,,,,,,,,,FMS 001
44167,,,,,1090,1260,,,,,FMS 001
44168,600,650,,,600,650,,,,,FMS 001
44168,,,1450,780,,,,,,,FMS 001
44168,,,,,1090,1260,,,,,FMS 001
44169,600,650,,,600,650,,,,,FMS 001
44169,,,790,840,,,,,,,FMS 001
44169,,,,,1090,1260,,,,,FMS 001
44164,,,,,1090,1260,,,,,FMS 001
44164,910,960,,,,,,,,,FMS 001
44164,600,650,,,600,650,,,,,FMS 001
44163,,,,,1090,1260,,,,,FMS 001
44163,970,1020,,,,,,,,,FMS 001
44163,600,650,,,600,650,,,,,FMS 001
44170,600,650,,,600,650,,,,,FMS 001
44170,,,,,1090,1260,,,,,FMS 001
44170,1090,1140,,,,,,,,,FMS 001
63002,,,820,900,,,820,900,,,FMS 124
63002,,,,,1090,1260,,,,,FMS 124
@,,,,,,,,,,,FMS 194H
@,,,,,,,,,,,FMS 195H
@,,,,,,,,,,,FMS 196H
44540,,,1090,1170,,,1090,1170,,,FST 003
44544,,,540,620,,,540,620,,,FST 010
44545,,,660,710,,,660,710,,,FST 050
44545,,,,,,,790,900,,,FST 050
44546,,,660,710,,,660,710,,,FST 050
44546,,,,,,,910,1020,,,FST 050
44547,,,,,,,,,480,590,FST 050
44547,,,660,710,,,660,710,,,FST 050
44548,,,,,,,,,600,710,FST 050
44548,,,660,710,,,660,710,,,FST 050
@,,,,,,,,,,,FST 099
44596,540,590,,,,,,,,,FST 100A
44596,,,1450,810,,,1450,810,,,FST 100A
44597,,,1450,810,,,1450,810,,,FST 100A
44597,,,,,,,,,970,1020,FST 100A
44595,,,1450,810,,,1450,810,,,FST 100A
44595,,,,,,,,,540,590,FST 100A
44594,,,,,970,1020,,,,,FST 100A
44594,,,1450,810,,,1450,810,,,FST 100A
44593,,,970,1020,,,,,,,FST 100A
44593,,,1450,810,,,1450,810,,,FST 100A
44592,,,,,,,,,1450,780,FST 100A
44592,,,1450,810,,,1450,810,,,FST 100A
44591,1090,1140,,,,,,,,,FST 100A
44591,,,1450,810,,,1450,810,,,FST 100A
44589,,,,,,,1030,1080,,,FST 100A
44589,,,1450,810,,,1450,810,,,FST 100A
44588,,,,,1030,1080,,,,,FST 100A
44588,,,1450,810,,,1450,810,,,FST 100A
44587,,,1030,1080,,,,,,,FST 100A
44587,,,1450,810,,,1450,810,,,FST 100A
44586,,,1450,810,,,1450,810,,,FST 100A
44586,1030,1080,,,,,,,,,FST 100A
44602,,,,,,,,,850,900,FST 101A
44602,,,,,850,1020,,,,,FST 101A
44602,660,710,,,,,,,,,FST 101A
44601,,,,,,,,,850,900,FST 101A
44601,660,710,,,,,,,,,FST 101A
44601,,,,,540,710,,,,,FST 101A
44600,,,,,,,,,850,900,FST 101A
44600,,,850,1020,,,,,,,FST 101A
44600,660,710,,,,,,,,,FST 101A
44599,,,,,,,,,850,900,FST 101A
44599,660,710,,,,,,,,,FST 101A
44599,,,540,710,,,,,,,FST 101A
44609,,,600,710,,,600,710,,,FST 102A
44612,540,650,,,,,,,,,FST 106
44612,,,,,540,710,,,,,FST 106
44612,,,,,,,,,540,590,FST 106
44612,,,,,,,,,600,650,FST 106
44613,540,650,,,,,,,,,FST 106
44613,,,,,,,,,540,590,FST 106
44613,,,,,,,,,600,650,FST 106
44613,,,,,850,1020,,,,,FST 106
44610,540,650,,,,,,,,,FST 106
44610,,,540,710,,,,,,,FST 106
44610,,,,,,,,,540,590,FST 106
44610,,,,,,,,,600,650,FST 106
44611,540,650,,,,,,,,,FST 106
44611,,,,,,,,,540,590,FST 106
44611,,,,,,,,,600,650,FST 106
44611,,,850,1020,,,,,,,FST 106
44614,600,650,,,600,650,,,600,650,FST 110
44614,910,960,,,,,,,,,FST 110
44615,600,650,,,600,650,,,600,650,FST 110
44615,970,1020,,,,,,,,,FST 110
44616,600,650,,,600,650,,,600,650,FST 110
44616,1030,1080,,,,,,,,,FST 110
44622,790,840,,,790,840,,,790,840,FST 117
44622,,,,,,,910,960,,,FST 117
44623,,,,,,,,,660,710,FST 117
44623,790,840,,,790,840,,,790,840,FST 117
@,,,,,,,,,,,FST 192
@,,,,,,,,,,,FST 198
@,,,,,,,,,,,FST 198
@,,,970,1020,,,,,,,FST 198
@,,,,,,,,,,,FST 199
44741,,,1450,810,,,1450,810,,,FST 201
44744,970,1020,,,,,,,,,FST 290
@,,,,,,,,,,,FST 290C
@,,,,,,,,,,,FST 298
@,,,,,,,,,,,FST 299
@,,,,,,,,,,,FST 396
@,,,,,,,,,,,FST 396
44532,,,,,,,1190,780,,,FSM 120L
44531,,,1190,780,,,,,,,FSM 120L
44533,,,1190,780,,,,,,,FSM 120L
44534,,,,,,,1190,780,,,FSM 120L
@,,,,,,,,,,,FSM 197T
@,,,,,,,,,,,FSM 199
44179,1090,1260,,,,,,,,,FOR 200
44180,,,,,1090,1260,,,,,FOR 207
44181,,,910,990,,,910,990,,,FOR 220
44182,,,1090,1140,,,,,,,FOR 221L
44182,,,1150,1320,,,,,,,FOR 221L
44184,,,,,,,1110,1290,,,FOR 280
44185,,,,,,,,,990,1080,FOR 290
@,,,,,,,,,,,FOR 298
@,,,,,,,,,,,FOR 299
@,,,,,,,,,,,FOR 299
@,,,,,,,,,,,FOR 299
44263,1450,780,1450,780,1450,780,1450,780,1450,780,FRE 001
44263,,,,,,,,,,,FRE 001
44259,480,530,480,530,480,530,480,530,480,530,FRE 001
44259,,,,,,,,,,,FRE 001
44260,540,590,540,590,540,590,540,590,540,590,FRE 001
44260,,,,,,,,,,,FRE 001
44261,600,650,600,650,600,650,600,650,600,650,FRE 001
44261,,,,,,,,,,,FRE 001
44262,660,710,660,710,660,710,660,710,660,710,FRE 001
44262,,,,,,,,,,,FRE 001
44265,600,650,600,650,600,650,600,650,600,650,FRE 002
44264,,,,,,,,,,,FRE 002
44264,540,590,540,590,540,590,540,590,540,590,FRE 002
44265,,,,,,,,,,,FRE 002
44267,1450,780,1450,780,1450,780,1450,780,1450,780,FRE 003
44266,,,,,,,,,,,FRE 003
44266,540,590,540,590,540,590,540,590,540,590,FRE 003
44267,,,,,,,,,,,FRE 003
44268,540,590,540,590,540,590,540,590,,,FRE 021
44268,,,,,,,,,,,FRE 021
44269,1450,780,1450,780,1450,780,1450,780,,,FRE 021
44269,,,,,,,,,,,FRE 021
62826,660,710,660,710,660,710,660,710,,,FRE 021
62826,,,,,,,,,,,FRE 021
44270,540,590,540,590,540,590,540,590,,,FRE 022
44271,1450,780,1450,780,1450,780,1450,780,,,FRE 023
@,,,,,,,,,,,FRE 098
@,,,,,,,,,,,FRE 099
44278,,,630,710,,,630,710,,,FRE 100
62827,,,820,900,,,820,900,,,FRE 108
44280,600,650,,,600,650,,,600,650,FRE 109
44280,,,,,,,,,,,FRE 109
62828,,,1450,810,,,1450,810,,,FRE 124
@,,,,,,,,,,,FRE 192
@,,,,,,,,,,,FRE 194H
@,,,,,,,,,,,FRE 195H
@,,,,,,,,,,,FRE 197T
@,,,,,,,,,,,FRE 197TC
@,,,,,,,,,,,FRE 198
@,,,,,,,,,,,FRE 199
44316,,,,,,,930,1050,,,FRE 200
63744,850,1020,,,,,,,,,FRE 207B
@,,,,,,,,,,,FRE 297
@,,,,,,,,,,,FRE 298
@,,,,,,,,,,,FRE 299
@,,,,,,,,,,,FRE 299D
44362,,,,,,,,,,,FRE 390A
@,,,,,,,,,,,FRE 396
44372,,,,,,,910,960,,,FRS 001
44374,,,,,790,840,,,,,FRS 001
44375,,,,,990,1040,,,,,FRS 001
44376,,,,,970,1020,,,,,FRS 001
44377,,,1450,780,,,,,,,FRS 001
44378,600,650,,,,,,,,,FRS 001
44379,,,,,660,710,,,,,FRS 001
44380,,,1450,780,,,,,,,FRS 001
44381,,,850,900,,,,,,,FRS 001
44382,,,,,,,,,970,1020,FRS 001
64025,,,600,650,,,,,,,FRS 001
44371,,,,,,,,,790,840,FRS 001
44370,,,,,,,790,840,,,FRS 001
44369,,,,,970,1020,,,,,FRS 001
44368,,,,,,,,,660,710,FRS 001
64044,540,590,,,,,,,,,FRS 001
44373,,,660,710,,,,,,,FRS 001
44385,,,600,710,,,,,,,FRS 002
44386,,,,,,,,,600,710,FRS 002
44387,,,600,710,,,,,,,FRS 002
44388,,,,,,,600,710,,,FRS 002
44389,,,,,1030,1140,,,,,FRS 002
44390,,,970,1080,,,,,,,FRS 002
44391,,,1450,780,,,1450,780,,,FRS 002
44392,,,,,970,1080,,,,,FRS 002
44393,1380,1490,,,,,,,,,FRS 002
44394,,,,,540,590,540,590,,,FRS 002
44395,600,710,,,,,,,,,FRS 002
44396,,,1380,1490,,,,,,,FRS 002
44398,,,,,,,,,540,650,FRS 002
44399,,,,,850,960,,,,,FRS 002
44400,,,790,900,,,,,,,FRS 002
44401,,,850,960,,,,,,,FRS 002
44402,,,1450,840,,,,,,,FRS 002
44403,,,,,,,600,710,,,FRS 002
44405,,,1450,780,,,1450,780,,,FRS 002
44406,,,,,970,1080,,,,,FRS 002
44407,,,,,,,910,1020,,,FRS 002
44408,,,,,,,1030,1140,,,FRS 002
44409,,,,,1450,840,,,,,FRS 002
44411,,,1450,840,,,,,,,FRS 002
44412,,,,,,,,,1380,1490,FRS 002
44413,,,600,710,,,,,,,FRS 002
44414,,,,,850,960,,,,,FRS 002
44415,,,,,,,,,540,650,FRS 002
44416,,,,,,,600,710,,,FRS 002
44417,,,,,,,850,960,,,FRS 002
44418,600,710,,,,,,,,,FRS 002
44419,910,1020,,,,,,,,,FRS 002
44420,,,540,590,,,540,590,,,FRS 002
44421,,,,,,,790,900,,,FRS 002
44422,,,790,900,,,,,,,FRS 002
44423,850,960,,,,,,,,,FRS 002
44424,910,1020,,,,,,,,,FRS 002
44425,,,600,710,,,,,,,FRS 002
44441,,,,,600,650,,,,,FRS 003
64059,,,,,,,600,650,,,FRS 003
44443,,,,,970,1020,,,,,FRS 003
44444,,,,,,,,,850,900,FRS 003
44445,970,1020,,,,,,,,,FRS 003
44446,850,900,,,,,,,,,FRS 003
44447,850,960,,,,,,,,,FRS 003
44448,1030,1080,,,,,,,,,FRS 003
44449,,,850,900,,,,,,,FRS 003
44450,,,,,,,1030,1080,,,FRS 003
