CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
35193,,,,,,,,,,,CHE 002C
35194,480,530,,,480,530,,,480,530,CHE 002C
35194,,,480,530,,,,,,,CHE 002C
35194,970,1140,,,,,,,,,CHE 002C
35196,480,530,,,480,530,,,480,530,CHE 002C
35196,,,790,960,,,,,,,CHE 002C
35196,,,,,,,,,970,1020,CHE 002C
35227,,,540,590,,,540,590,,,CHE 008A
35232,,,,,790,960,,,,,CHE 008B
35234,600,650,,,600,650,,,600,650,CHE 008B
35234,,,,,,,790,960,,,CHE 008B
35235,600,650,,,600,650,,,600,650,CHE 008B
35235,,,,,,,970,1140,,,CHE 008B
35236,600,650,,,600,650,,,600,650,CHE 008B
35236,790,960,,,,,,,,,CHE 008B
35237,,,540,710,,,,,,,CHE 008B
35237,600,650,,,600,650,,,600,650,CHE 008B
35238,600,650,,,600,650,,,600,650,CHE 008B
35238,,,790,960,,,,,,,CHE 008B
62749,600,650,,,600,650,,,600,650,CHE 008B
62749,,,1150,1320,,,,,,,CHE 008B
35239,600,650,,,600,650,,,600,650,CHE 008B
35239,,,,,,,,,,,CHE 008B
35233,,,,,,,540,710,,,CHE 008B
35233,600,650,,,600,650,,,600,650,CHE 008B
35232,600,650,,,600,650,,,600,650,CHE 008B
35228,600,650,,,600,650,,,600,650,CHE 008B
35228,790,960,,,,,,,,,CHE 008B
35229,,,540,710,,,,,,,CHE 008B
35229,600,650,,,600,650,,,600,650,CHE 008B
35230,600,650,,,600,650,,,600,650,CHE 008B
35230,,,790,960,,,,,,,CHE 008B
35231,600,650,,,600,650,,,600,650,CHE 008B
35231,,,1150,1320,,,,,,,CHE 008B
35240,850,960,,,850,960,,,,,CHE 010
@,,,,,,,,,,,CHE 098
35343,,,1030,1080,,,1030,1080,,,CHE 104
35342,,,1090,1260,,,,,,,CHE 104
35342,,,1030,1080,,,1030,1080,,,CHE 104
35343,,,,,1150,1320,,,,,CHE 104
35344,,,1030,1080,,,1030,1080,,,CHE 104
35344,,,,,,,1090,1260,,,CHE 104
35346,,,1450,780,,,1450,780,,,CHE 105
35345,,,1450,780,,,1450,780,,,CHE 105
35345,,,540,710,,,540,710,,,CHE 105
35346,,,790,960,,,790,960,,,CHE 105
35347,970,1140,,,970,1140,,,,,CHE 105
35347,,,1450,780,,,1450,780,,,CHE 105
35348,540,590,,,540,590,,,540,590,CHE 107A
35349,,,820,900,,,820,900,,,CHE 107A
35352,,,1030,1080,,,,,,,CHE 110A
35352,480,530,,,480,530,,,480,530,CHE 110A
35351,,,1090,1140,,,,,,,CHE 110A
35351,540,590,,,540,590,,,540,590,CHE 110A
35350,540,590,,,540,590,,,540,590,CHE 110A
35350,,,,,,,1150,1200,,,CHE 110A
35355,,,480,530,,,,,,,CHE 110B
35355,540,590,,,540,590,,,540,590,CHE 110B
35354,540,590,,,540,590,,,540,590,CHE 110B
35354,,,480,530,,,,,,,CHE 110B
35356,540,710,,,540,710,,,,,CHE 115
35356,1450,780,,,1450,780,,,,,CHE 115
35357,1450,780,,,1450,780,,,,,CHE 115
35357,790,960,,,790,960,,,,,CHE 115
35360,,,,,,,,,1030,1110,CHE 118A
35361,,,1450,810,,,1450,810,,,CHE 118A
35361,1090,1170,,,,,,,,,CHE 118A
35362,,,1450,810,,,1450,810,,,CHE 118A
35362,1090,1170,,,,,,,,,CHE 118A
35363,,,1450,810,,,1450,810,,,CHE 118A
35363,1090,1170,,,,,,,,,CHE 118A
35364,,,1450,810,,,1450,810,,,CHE 118A
35364,,,,,1090,1170,,,,,CHE 118A
35365,,,1450,810,,,1450,810,,,CHE 118A
35365,1150,1230,,,,,,,,,CHE 118A
35366,,,1450,810,,,1450,810,,,CHE 118A
35366,,,,,,,,,790,870,CHE 118A
35367,,,1450,810,,,1450,810,,,CHE 118A
35367,,,,,,,,,910,990,CHE 118A
35368,,,630,710,,,,,,,CHE 118A
35376,450,530,,,,,,,,,CHE 118A
35376,600,650,,,600,650,,,600,650,CHE 118A
35377,600,650,,,600,650,,,600,650,CHE 118A
35377,,,,,,,,,1450,810,CHE 118A
35378,600,650,,,600,650,,,600,650,CHE 118A
35378,,,,,1000,1080,,,,,CHE 118A
35379,600,650,,,600,650,,,600,650,CHE 118A
35379,,,,,1090,1170,,,,,CHE 118A
35380,600,650,,,600,650,,,600,650,CHE 118A
35380,,,,,1000,1080,,,,,CHE 118A
35381,600,650,,,600,650,,,600,650,CHE 118A
35381,,,,,,,,,910,990,CHE 118A
35382,600,650,,,600,650,,,600,650,CHE 118A
35382,,,1030,1110,,,,,,,CHE 118A
35383,600,650,,,600,650,,,600,650,CHE 118A
35383,,,,,,,1150,1230,,,CHE 118A
35384,600,650,,,600,650,,,600,650,CHE 118A
35384,,,,,,,1150,1230,,,CHE 118A
35368,,,1450,810,,,1450,810,,,CHE 118A
35369,,,1450,810,,,1450,810,,,CHE 118A
35369,,,1150,1230,,,,,,,CHE 118A
35370,,,1450,810,,,1450,810,,,CHE 118A
35370,,,,,,,1090,1170,,,CHE 118A
35371,,,1450,810,,,1450,810,,,CHE 118A
35371,,,,,,,1090,1170,,,CHE 118A
35372,,,1450,810,,,1450,810,,,CHE 118A
35372,1090,1170,,,,,,,,,CHE 118A
35373,600,650,,,600,650,,,600,650,CHE 118A
35373,,,,,,,,,910,990,CHE 118A
35374,600,650,,,600,650,,,600,650,CHE 118A
35374,,,,,,,,,1030,1110,CHE 118A
35375,,,,,450,530,,,,,CHE 118A
35375,600,650,,,600,650,,,600,650,CHE 118A
35358,,,1450,810,,,1450,810,,,CHE 118A
35358,1030,1110,,,,,,,,,CHE 118A
35359,,,1450,810,,,1450,810,,,CHE 118A
35359,1000,1080,,,,,,,,,CHE 118A
35360,,,1450,810,,,1450,810,,,CHE 118A
35401,,,450,530,,,450,530,,,CHE 118C
35385,,,450,530,,,450,530,,,CHE 118C
35401,,,,,,,,,,,CHE 118C
35400,,,,,,,970,1140,,,CHE 118C
35400,,,450,530,,,450,530,,,CHE 118C
35399,,,,,,,970,1140,,,CHE 118C
35399,,,450,530,,,450,530,,,CHE 118C
35398,,,,,,,790,960,,,CHE 118C
35398,,,450,530,,,450,530,,,CHE 118C
35397,,,,,,,790,960,,,CHE 118C
35397,,,450,530,,,450,530,,,CHE 118C
35396,,,,,,,540,710,,,CHE 118C
35396,,,450,530,,,450,530,,,CHE 118C
35395,,,,,,,540,710,,,CHE 118C
35395,,,450,530,,,450,530,,,CHE 118C
35393,,,,,790,960,,,,,CHE 118C
35385,790,960,,,,,,,,,CHE 118C
35386,,,450,530,,,450,530,,,CHE 118C
35386,790,960,,,,,,,,,CHE 118C
35387,,,450,530,,,450,530,,,CHE 118C
35387,,,540,710,,,,,,,CHE 118C
35388,,,450,530,,,450,530,,,CHE 118C
35388,,,540,710,,,,,,,CHE 118C
35389,,,450,530,,,450,530,,,CHE 118C
35389,,,790,960,,,,,,,CHE 118C
35390,,,450,530,,,450,530,,,CHE 118C
35390,,,790,960,,,,,,,CHE 118C
35391,,,450,530,,,450,530,,,CHE 118C
35391,,,1150,1320,,,,,,,CHE 118C
35392,,,450,530,,,450,530,,,CHE 118C
35392,,,1150,1320,,,,,,,CHE 118C
35393,,,450,530,,,450,530,,,CHE 118C
35403,660,710,,,660,710,,,660,710,CHE 124A
35402,480,530,,,480,530,,,480,530,CHE 124A
35404,1450,780,,,1450,780,,,1450,780,CHE 128A
35407,660,710,,,660,710,,,660,710,CHE 128C
35410,,,540,710,,,,,,,CHE 129A
35410,480,530,,,480,530,,,,,CHE 129A
35411,480,530,,,480,530,,,,,CHE 129A
35411,,,790,960,,,,,,,CHE 129A
35412,480,530,,,480,530,,,,,CHE 129A
35413,480,530,,,480,530,,,,,CHE 129A
35412,,,970,1140,,,,,,,CHE 129A
35413,,,1150,1320,,,,,,,CHE 129A
35414,790,960,,,790,960,,,,,CHE 129C
35415,600,650,,,600,650,,,600,650,CHE 130A
35416,970,1020,,,970,1020,,,970,1020,CHE 131
35417,,,540,710,,,540,710,,,CHE 135
35417,,,,,,,,,790,840,CHE 135
35418,,,790,960,,,790,960,,,CHE 135
35418,,,,,,,,,790,840,CHE 135
35419,,,,,,,,,790,840,CHE 135
35419,,,970,1140,,,970,1140,,,CHE 135
@,,,,,,,,,,,CHE 192
@,,,,,,,,,,,CHE 194HA
@,,,,,,,,,,,CHE 194HB
@,,,,,,,,,,,CHE 194HC
35624,,,,,,,,,850,960,CHE 195
@,,,,,,,,,,,CHE 197
@,660,710,,,,,,,,,CHE 198
@,,,1320,1490,,,,,,,CHE 198
@,,,,,,,,,,,CHE 198
@,,,,,,,,,,,CHE 199
35778,600,650,,,600,650,,,600,650,CHE 201
35779,,,1450,810,,,1450,810,,,CHE 204
35781,,,540,620,,,540,620,,,CHE 211A
35783,1450,780,,,1450,780,,,1450,780,CHE 226
35784,540,590,,,540,590,,,540,590,CHE 233
35785,600,650,,,600,650,,,600,650,CHE 238
35786,790,870,,,790,870,,,,,CHE 240
63910,,,790,870,,,,,,,CHE 241A
63910,970,1050,,,,,,,,,CHE 241A
@,,,,,,,,,,,CHE 261
@,,,,,,,,,,,CHE 263
@,,,,,,,,,,,CHE 264
35955,,,970,1080,,,970,1080,,,CHE 290
35956,,,,,970,1080,,,,,CHE 293
35957,,,,,,,,,850,960,CHE 295
@,,,,,,,,,,,CHE 298
@,,,,,,,,,,,CHE 299
@,,,,,,,,,,,CHE 390
@,,,,,,,,,,,CHE 390
36131,,,,,,,,,,,CHE 392
62468,940,1020,,,940,1020,,,,,WLD 041C
62467,1480,840,,,1480,840,,,,,WLD 041C
62470,,,820,900,,,820,900,,,WLD 041C
62471,,,540,620,,,540,620,,,WLD 041C
62472,,,630,710,,,630,710,,,WLD 041C
62473,,,1000,1080,,,1000,1080,,,WLD 041C
62475,,,1450,810,,,1450,810,,,WLD 041C
62469,850,930,,,850,930,,,,,WLD 041C
62466,1380,1460,,,1380,1460,,,,,WLD 041C
62465,570,650,,,570,650,,,,,WLD 041C
62464,480,560,,,480,560,,,,,WLD 041C
62463,450,530,,,450,530,,,,,WLD 041C
36132,,,,,,,,,600,650,CHI 010
36132,,,1450,810,,,1450,810,,,CHI 010
36148,,,1450,810,,,1450,810,,,CHI 010
36148,,,,,,,,,480,530,CHI 010
36147,,,1030,1080,,,,,,,CHI 010
36147,,,1450,810,,,1450,810,,,CHI 010
36146,,,970,1020,,,,,,,CHI 010
36133,,,1450,810,,,1450,810,,,CHI 010
36133,,,,,,,1090,1140,,,CHI 010
36134,,,1450,810,,,1450,810,,,CHI 010
36134,,,,,,,1030,1080,,,CHI 010
36135,,,,,,,,,660,710,CHI 010
36135,,,1450,810,,,1450,810,,,CHI 010
36136,,,1450,810,,,1450,810,,,CHI 010
36136,,,,,,,,,1450,780,CHI 010
36137,,,1450,810,,,1450,810,,,CHI 010
36137,,,,,,,,,790,840,CHI 010
36138,,,1450,810,,,1450,810,,,CHI 010
36138,970,1020,,,,,,,,,CHI 010
36139,,,1450,810,,,1450,810,,,CHI 010
36139,1030,1080,,,,,,,,,CHI 010
36140,,,1450,810,,,1450,810,,,CHI 010
36140,,,,,970,1020,,,,,CHI 010
36141,,,1450,810,,,1450,810,,,CHI 010
36141,,,,,1030,1080,,,,,CHI 010
36142,480,530,,,,,,,,,CHI 010
36142,,,1450,810,,,1450,810,,,CHI 010
36143,540,590,,,,,,,,,CHI 010
36143,,,1450,810,,,1450,810,,,CHI 010
36144,,,1450,810,,,1450,810,,,CHI 010
36144,,,,,,,910,960,,,CHI 010
36145,,,1450,810,,,1450,810,,,CHI 010
36145,,,,,,,970,1020,,,CHI 010
36146,,,1450,810,,,1450,810,,,CHI 010
36149,1180,1200,,,1180,1200,,,,,CHI 021
36149,1090,1170,,,1090,1170,,,,,CHI 021
36151,,,1450,810,,,1450,810,,,CHI 023
36152,,,1450,810,,,1450,810,,,CHI 023
36151,,,,,910,960,,,,,CHI 023
36152,,,,,970,1020,,,,,CHI 023
36154,,,,,,,790,840,,,CHI 050
36154,,,1090,1170,,,1090,1170,,,CHI 050
36155,,,,,,,850,900,,,CHI 050
36155,,,1090,1170,,,1090,1170,,,CHI 050
36156,,,790,840,,,,,,,CHI 050
36156,,,1090,1170,,,1090,1170,,,CHI 050
36157,,,850,900,,,,,,,CHI 050
36157,,,1090,1170,,,1090,1170,,,CHI 050
36158,850,900,,,,,,,,,CHI 050
36158,,,1090,1170,,,1090,1170,,,CHI 050
36159,910,960,,,,,,,,,CHI 050
36159,,,1090,1170,,,1090,1170,,,CHI 050
36160,1450,780,,,,,,,,,CHI 050
36160,,,1090,1170,,,1090,1170,,,CHI 050
36161,790,840,,,,,,,,,CHI 050
36161,,,1090,1170,,,1090,1170,,,CHI 050
36162,,,1090,1170,,,1090,1170,,,CHI 050
36162,,,,,1090,1140,,,,,CHI 050
36163,,,1090,1170,,,1090,1170,,,CHI 050
36163,,,,,1150,1200,,,,,CHI 050
36164,1090,1140,,,,,,,,,CHI 065
36165,,,,,910,1020,,,,,CHI 065
36164,,,,,910,1020,,,,,CHI 065
36164,,,,,1030,1200,,,,,CHI 065
36165,,,,,1030,1200,,,,,CHI 065
36165,1150,1200,,,,,,,,,CHI 065
36166,,,540,710,,,540,710,,,CHI 073
36166,,,,,,,,,,,CHI 073
@,,,,,,,,,,,CHI 092
@,,,,,,,,,,,CHI 098
@,,,,,910,990,,,,,CHI 098
@,,,,,,,,,,,CHI 099
63838,,,540,620,,,540,620,,,CHI 100
63839,600,710,,,600,710,,,,,CHI 111
36197,,,540,620,,,540,620,,,CHI 121
36198,,,1450,810,,,1450,810,,,CHI 130
63840,,,820,900,,,820,900,,,CHI 148
36201,850,960,,,850,960,,,,,CHI 154
36203,,,,,910,1140,,,,,CHI 165
36203,,,,,,,,,,,CHI 165
36205,1450,840,,,1450,840,,,,,CHI 182
@,,,,,,,,,,,CHI 192
@,,,,,,,,,,,CHI 194HA
@,,,,,,,,,,,CHI 194HB
@,,,1450,840,,,,,,,CHI 198
@,,,,,,,,,,,CHI 198
@,,,,,,,,,,,CHI 199
@,,,,,,,,,,,CHI 298
@,,,,,,,,,,,CHI 299
@,,,,,,,,,,,CHI 396
63082,850,900,850,900,850,900,850,900,850,900,CHN 001
36288,600,650,600,650,600,650,600,650,600,650,CHN 001
36289,660,710,660,710,660,710,660,710,660,710,CHN 001
36290,480,530,480,530,480,530,480,530,480,530,CHN 001
36287,540,590,540,590,540,590,540,590,540,590,CHN 001
36291,1450,780,1450,780,1450,780,1450,780,1450,780,CHN 001BL
36292,600,650,600,650,600,650,600,650,600,650,CHN 002
36293,660,710,660,710,660,710,660,710,660,710,CHN 003
36295,850,900,850,900,850,900,850,900,850,900,CHN 004
36294,790,840,790,840,790,840,790,840,790,840,CHN 004
36298,1060,1080,,,1060,1080,,,,,CHN 011
36298,970,1050,,,970,1050,,,,,CHN 011
@,,,,,,,,,,,CHN 098
@,,,,,,,,,,,CHN 099
63827,,,850,960,,,850,960,,,CHN 104
36326,940,960,,,940,960,,,,,CHN 107
36326,850,930,,,850,930,,,,,CHN 107
63825,,,600,710,,,600,710,,,CHN 109H
36327,540,590,540,590,540,590,540,590,,,CHN 111
36328,910,960,,,910,960,910,960,,,CHN 111
36328,,,910,960,,,,,,,CHN 111
36329,690,710,,,690,710,,,,,CHN 114
36329,600,680,,,600,680,,,,,CHN 114
36330,,,850,930,,,850,930,,,CHN 120
36330,,,940,960,,,940,960,,,CHN 120
36331,820,840,,,820,840,,,,,CHN 120
36331,1450,810,,,1450,810,,,,,CHN 120
@,,,,,,,,,,,CHN 192
@,,,,,,,,,,,CHN 197T
@,,,,,,,,,,,CHN 198
@,,,,,,,,,,,CHN 199
@,,,,,,,,,,,CHN 299
63142,,,970,1140,,,,,,,CTS 146A
63142,,,,,,,970,1140,,,CTS 146A
37294,,,,,1090,1140,,,,,CTS 172
37295,,,,,,,,,540,590,CTS 172
37295,,,910,990,,,910,990,,,CTS 172
37296,,,,,,,,,600,650,CTS 172
37296,,,910,990,,,910,990,,,CTS 172
37297,,,910,990,,,910,990,,,CTS 172
37297,1030,1080,,,,,,,,,CTS 172
37298,,,910,990,,,910,990,,,CTS 172
37298,1090,1140,,,,,,,,,CTS 172
37299,,,,,,,,,660,710,CTS 172
37299,,,910,990,,,910,990,,,CTS 172
37300,,,,,,,,,1450,780,CTS 172
37300,,,910,990,,,910,990,,,CTS 172
37294,,,910,990,,,910,990,,,CTS 172
37293,,,910,990,,,910,990,,,CTS 172
37293,,,,,1030,1080,,,,,CTS 172
62978,,,,,970,1020,,,,,CDM 002
62981,1030,1080,,,,,,,,,CDM 002
62981,,,1000,1080,,,1000,1080,,,CDM 002
62980,,,1000,1080,,,1000,1080,,,CDM 002
62980,970,1020,,,,,,,,,CDM 002
62979,,,,,1030,1080,,,,,CDM 002
62979,,,1000,1080,,,1000,1080,,,CDM 002
62978,,,1000,1080,,,1000,1080,,,CDM 002
62992,,,1090,1260,,,,,,,CDM 020
62992,,,910,990,,,910,990,,,CDM 020
62992,540,710,,,,,,,,,CDM 020
62989,,,1090,1260,,,,,,,CDM 020
62989,,,910,990,,,910,990,,,CDM 020
62989,,,,,,,,,790,960,CDM 020
62983,,,1090,1260,,,,,,,CDM 020
62983,,,910,990,,,910,990,,,CDM 020
62983,,,,,,,,,540,710,CDM 020
62993,790,960,,,,,,,,,CDM 020
62993,,,1090,1260,,,,,,,CDM 020
62993,,,910,990,,,910,990,,,CDM 020
62994,,,540,590,,,,,,,CDM 072
62994,910,990,,,910,990,,,,,CDM 072
62996,,,600,650,,,,,,,CDM 072
62996,910,990,,,910,990,,,,,CDM 072
62998,,,,,,,600,650,,,CDM 072
62998,910,990,,,910,990,,,,,CDM 072
@,,,,,,,,,,,CDM 099
62999,,,540,710,,,,,,,CDM 123
62999,,,,,,,540,710,,,CDM 123
@,,,,,,,,,,,CDM 192
@,,,,,,,,,,,CDM 198
@,1320,1490,,,1320,1490,,,,,CDM 198
@,,,,,,,1450,900,,,CDM 198
@,,,,,,,,,,,CDM 199
@,,,,,,,,,,,CDM 396
36411,1450,780,,,1450,780,,,1450,780,CLA 003
36411,,,,,,,,,790,840,CLA 003
36412,1450,780,,,1450,780,,,1450,780,CLA 003
36412,,,,,,,,,850,900,CLA 003
36413,1450,780,,,1450,780,,,1450,780,CLA 003
36416,,,,,,,,,850,900,CLA 003
36414,1450,780,,,1450,780,,,1450,780,CLA 003
36414,,,,,,,,,850,900,CLA 003
36415,1450,780,,,1450,780,,,1450,780,CLA 003
36415,,,,,,,,,790,840,CLA 003
36416,1450,780,,,1450,780,,,1450,780,CLA 003
36413,,,,,,,,,790,840,CLA 003
63340,,,,,,,,,,,CLA 010Y
63340,1450,780,,,1450,780,,,,,CLA 010Y
36418,600,650,,,600,650,,,600,650,CLA 030
36419,790,840,,,790,840,,,790,840,CLA 030F
36420,660,710,,,660,710,,,660,710,CLA 030F
@,,,,,,,,,,,CLA 098
@,,,,,,,,,,,CLA 098
63167,,,1090,1230,,,,,,,CLA 102
63167,,,1450,810,,,1450,810,,,CLA 102
63168,,,630,710,,,630,710,,,CLA 170
63606,,,820,900,,,820,900,,,CLA 172A
@,,,,,,,,,,,CLA 194HA
@,,,,,,,,,,,CLA 194HA
@,,,,,,,,,,,CLA 197TC
@,,,,,,,,,,,CLA 198
@,,,,,,,,,,,CLA 199
@,,,,,,,,,,,CLA 299
@,,,,,,,,,,,CLA 299
@,,,,,,,,,,,CLA 396
@,,,,,,,,,,,CLH 200
@,,,,,,,,,,,CLH 202
@,,,,,,,,,,,CLH 202
@,,,,,,,790,900,,,CLH 204
@,,,,,,,,,,,CLH 208
@,,,,,,,,,,,CLH 211
36484,,,540,585,,,,,,,CLH 212
36484,,,,,,,,,540,630,CLH 212
@,,,,,,,,,,,CLH 222
@,,,,,,,,,,,CLH 240
@,,,,,,,,,,,CLH 240
@,,,,,,,,,,,CLH 244
@,,,,,,,,,,,CLH 290A
@,,,,,,,,,,,CLH 290B
@,,,,,,,975,1025,,,CLH 290C
@,,,,,,,975,1025,,,CLH 290C
@,,,,,,,,,,,CLH 298
@,,,,,,,,,,,CLH 299
34938,970,1020,,,970,1020,,,970,1020,CGS 001
63753,1150,1200,,,,,,,,,CGS 001
34938,,,,,,,1090,1140,,,CGS 001
34939,970,1020,,,970,1020,,,970,1020,CGS 001
34939,,,,,,,1150,1200,,,CGS 001
34940,,,,,,,,,790,840,CGS 001
34940,970,1020,,,970,1020,,,970,1020,CGS 001
34941,,,,,,,,,850,900,CGS 001
34941,970,1020,,,970,1020,,,970,1020,CGS 001
63743,,,,,,,,,790,840,CGS 001
63743,970,1020,,,970,1020,,,970,1020,CGS 001
63751,,,,,,,,,850,900,CGS 001
63751,970,1020,,,970,1020,,,970,1020,CGS 001
63752,970,1020,,,970,1020,,,970,1020,CGS 001
63752,1090,1140,,,,,,,,,CGS 001
63753,970,1020,,,970,1020,,,970,1020,CGS 001
63494,,,910,990,,,910,990,,,CGS 107
63909,,,,,,,,,630,710,LTS 001
@,,,,,,,,,600,680,LTS 098
@,,,,,,,,,,,LTS 098
36532,1090,1200,,,,,,,,,CMN 001
36532,,,,,1450,780,,,1450,780,CMN 001
36533,1090,1200,,,,,,,,,CMN 001
36534,,,970,1020,,,970,1020,,,CMN 001
36534,1090,1200,,,,,,,,,CMN 001
36517,1090,1200,,,,,,,,,CMN 001
36517,,,1150,1200,,,1150,1200,,,CMN 001
36518,,,,,480,530,,,480,530,CMN 001
36518,1090,1200,,,,,,,,,CMN 001
36519,,,,,480,530,,,480,530,CMN 001
36519,1090,1200,,,,,,,,,CMN 001
36520,,,,,540,590,,,540,590,CMN 001
36520,1090,1200,,,,,,,,,CMN 001
36521,,,540,590,,,540,590,,,CMN 001
36521,1090,1200,,,,,,,,,CMN 001
36522,1090,1200,,,,,,,,,CMN 001
36522,,,1090,1140,,,1090,1140,,,CMN 001
36523,,,540,590,,,540,590,,,CMN 001
36523,1090,1200,,,,,,,,,CMN 001
36524,,,910,960,,,910,960,,,CMN 001
36524,1090,1200,,,,,,,,,CMN 001
36525,,,,,,,480,530,480,530,CMN 001
36525,1090,1200,,,,,,,,,CMN 001
36526,,,1030,1080,1030,1080,,,,,CMN 001
36526,1090,1200,,,,,,,,,CMN 001
36527,,,,,,,970,1020,970,1020,CMN 001
36527,1090,1200,,,,,,,,,CMN 001
36528,1090,1200,,,,,,,,,CMN 001
36528,,,1150,1200,,,1150,1200,,,CMN 001
36529,,,,,540,590,,,540,590,CMN 001
36529,1090,1200,,,,,,,,,CMN 001
36530,1090,1200,,,,,,,,,CMN 001
36530,,,1090,1140,1090,1140,,,,,CMN 001
36531,,,970,1020,,,970,1020,,,CMN 001
36531,1090,1200,,,,,,,,,CMN 001
36533,,,,,1450,780,1450,780,,,CMN 001
36542,,,,,,,,,,,CMN 003V
36543,,,,,,,,,,,CMN 003V
36543,,,,,,,,,,,CMN 003V
36544,,,,,,,,,,,CMN 003V
36544,,,,,,,,,,,CMN 003V
36545,,,,,,,,,,,CMN 003V
36545,,,,,,,,,,,CMN 003V
36546,,,,,,,,,,,CMN 003V
36546,,,,,,,,,,,CMN 003V
36535,,,,,,,,,,,CMN 003V
36535,,,,,,,,,,,CMN 003V
36536,,,,,,,,,,,CMN 003V
36536,,,,,,,,,,,CMN 003V
36537,,,,,,,,,,,CMN 003V
36537,,,,,,,,,,,CMN 003V
36538,,,,,,,,,,,CMN 003V
36538,,,,,,,,,,,CMN 003V
36539,,,,,,,,,,,CMN 003V
36539,,,,,,,,,,,CMN 003V
36540,,,,,,,,,,,CMN 003V
36540,,,,,,,,,,,CMN 003V
36541,,,,,,,,,,,CMN 003V
36541,,,,,,,,,,,CMN 003V
36542,,,,,,,,,,,CMN 003V
36556,,,,,,,,,,,CMN 010V
36555,,,,,,,,,,,CMN 010V
36555,,,,,,,,,,,CMN 010V
36554,,,,,,,,,,,CMN 010V
36554,,,,,,,,,,,CMN 010V
36556,,,,,,,,,,,CMN 010V
36559,,,,,,,,,,,CMN 010V
36558,,,,,,,,,,,CMN 010V
36558,,,,,,,,,,,CMN 010V
36557,,,,,,,,,,,CMN 010V
36557,,,,,,,,,,,CMN 010V
36559,,,,,,,,,,,CMN 010V
36567,,,,,,,,,1450,840,CMN 012Y
36567,,,,,,,1150,1230,,,CMN 012Y
36567,,,,,,,,,,,CMN 012Y
36568,,,,,,,,,1450,840,CMN 012Y
36568,,,,,,,820,900,,,CMN 012Y
36568,,,,,,,,,,,CMN 012Y
63618,,,,,,,540,620,,,CMN 012Y
63618,,,,,,,,,850,960,CMN 012Y
63618,,,,,,,,,,,CMN 012Y
63619,,,,,,,630,710,,,CMN 012Y
63619,,,,,,,,,850,960,CMN 012Y
63619,,,,,,,,,,,CMN 012Y
63620,,,,,,,1450,810,,,CMN 012Y
63620,,,,,,,,,850,960,CMN 012Y
63620,,,,,,,,,,,CMN 012Y
63621,,,,,,,820,900,,,CMN 012Y
63621,,,,,,,,,850,960,CMN 012Y
36564,,,,,,,,,,,CMN 012Y
36564,,,,,820,900,,,,,CMN 012Y
36564,,,,,,,,,1450,840,CMN 012Y
63621,,,,,,,,,,,CMN 012Y
36563,,,,,,,,,1450,840,CMN 012Y
36563,,,,,1450,810,,,,,CMN 012Y
36562,,,,,,,,,,,CMN 012Y
36562,,,,,,,,,1450,840,CMN 012Y
36562,,,,,630,710,,,,,CMN 012Y
36561,,,,,,,,,,,CMN 012Y
36561,,,,,,,,,1450,840,CMN 012Y
36561,,,,,540,620,,,,,CMN 012Y
36563,,,,,,,,,,,CMN 012Y
36581,,,,,,,,,,,CMN 101Y
36578,,,,,790,840,,,,,CMN 101Y
36580,,,,,910,960,,,,,CMN 101Y
36579,,,,,,,,,,,CMN 101Y
36579,,,,,850,900,,,,,CMN 101Y
36578,,,,,,,,,,,CMN 101Y
36581,,,,,970,1020,,,,,CMN 101Y
36580,,,,,,,,,,,CMN 101Y
36585,,,,,,,,,910,960,CMN 102
36585,850,930,,,850,930,,,,,CMN 102
36584,,,,,,,,,850,900,CMN 102
36584,850,930,,,850,930,,,,,CMN 102
36583,850,930,,,850,930,,,,,CMN 102
36583,,,,,,,,,790,840,CMN 102
36582,850,930,,,850,930,,,,,CMN 102
36582,,,,,,,,,1450,780,CMN 102
62917,,,970,1080,,,970,1080,,,CMN 112
36586,1450,840,,,1450,840,,,,,CMN 120
62918,480,590,,,480,590,,,,,CMN 121
36587,600,710,,,600,710,,,,,CMN 122
63692,,,,,,,,,790,960,CMN 123
36588,,,480,590,,,480,590,,,CMN 124
36589,,,,,,,,,600,650,CMN 130
36590,,,,,,,,,660,710,CMN 130
36590,,,910,990,,,910,990,,,CMN 130
36589,,,910,990,,,910,990,,,CMN 130
36591,,,850,960,,,850,960,,,CMN 131
62919,,,850,960,,,850,960,,,CMN 132
36592,970,1080,,,970,1080,,,,,CMN 136
36596,,,1000,1080,,,1000,1080,,,CMN 140
36595,,,,,1150,1200,,,,,CMN 140
36594,,,1000,1080,,,1000,1080,,,CMN 140
36594,,,,,480,530,,,,,CMN 140
36593,,,1000,1080,,,1000,1080,,,CMN 140
36593,,,,,480,530,,,,,CMN 140
36595,,,1000,1080,,,1000,1080,,,CMN 140
36596,,,,,1150,1200,,,,,CMN 140
36598,,,820,900,,,820,900,,,CMN 145
62921,1450,840,,,1450,840,,,,,CMN 147
63009,,,,,,,,,,,CMN 150V
63009,,,,,,,,,,,CMN 150V
63803,,,880,960,,,880,960,,,CMN 172
63804,,,,,970,1020,,,,,CMN 172
63804,,,880,960,,,880,960,,,CMN 172
63803,,,,,910,960,,,,,CMN 172
64079,1090,1200,,,1090,1200,,,,,CMN 174
