CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
25712,,,,,,,,,,,FRS 002
25713,,,,,,,,,,,FRS 002
25714,,,,,,,,,,,FRS 002
25715,,,,,,,,,,,FRS 002
25716,,,,,,,,,,,FRS 002
25719,,,,,480,530,,,,,FRS 003
25720,,,,,,,970,1020,,,FRS 003
25721,,,,,970,1020,,,,,FRS 003
25722,,,910,960,,,,,,,FRS 003
25723,,,,,730,780,,,,,FRS 003
25724,,,,,,,1150,1200,,,FRS 003
25725,,,1150,1200,,,,,,,FRS 003
25726,,,,,910,960,,,,,FRS 003
25727,,,970,1020,,,,,,,FRS 003
25728,,,790,840,,,,,,,FRS 003
25729,,,,,,,790,840,,,FRS 003
25730,,,,,850,900,,,,,FRS 003
25731,,,,,730,780,,,,,FRS 003
25732,,,,,,,,,790,840,FRS 003
25733,,,600,650,,,,,,,FRS 003
25734,,,,,,,730,780,,,FRS 003
25735,1030,1080,,,,,,,,,FRS 003
25736,,,,,,,1030,1080,,,FRS 003
25737,,,,,,,,,,,FRS 003
25738,,,,,,,,,,,FRS 003
25739,,,,,,,730,780,,,FRS 003
25740,,,,,,,,,850,900,FRS 003
25741,,,970,1020,,,,,,,FRS 003
25742,,,850,900,,,,,,,FRS 003
25743,,,,,,,,,790,840,FRS 003
25744,1030,1080,,,,,,,,,FRS 003
25745,,,,,,,730,780,,,FRS 003
25746,,,,,,,,,,,FRS 003
25747,,,,,540,590,,,,,FRS 003
25748,,,,,,,,,,,FRS 003
25749,,,,,,,1090,1140,,,FRS 003
25750,,,,,,,,,,,FRS 003
25757,600,710,,,,,,,,,FRS 004
25758,,,850,960,,,,,,,FRS 004
25759,,,,,600,710,,,,,FRS 004
25760,,,,,,,,,,,FRS 004
25761,,,,,,,,,600,710,FRS 004
25762,,,540,590,,,540,590,,,FRS 004
25763,,,600,710,,,,,,,FRS 004
25764,910,960,,,910,960,,,,,FRS 004
25765,,,660,710,,,660,710,,,FRS 004
25766,,,,,,,,,,,FRS 004
25767,,,,,910,1020,,,,,FRS 004
25768,,,,,1380,770,,,,,FRS 004
25769,,,,,,,,,,,FRS 004
25770,,,,,,,,,,,FRS 004
25771,,,,,,,,,,,FRS 004
25772,,,,,,,,,,,FRS 004
25774,,,,,,,,,,,FRS 004
25775,,,,,,,,,,,FRS 004
25776,,,,,,,,,,,FRS 004
25777,,,,,,,,,,,FRS 004
25778,,,,,,,,,,,FRS 004
25779,,,,,,,,,,,FRS 004
25780,,,,,,,,,,,FRS 004
25781,,,,,,,,,,,FRS 004
25782,,,,,,,,,,,FRS 004
25783,,,,,,,,,,,FRS 004
25784,,,,,,,,,,,FRS 004
25785,,,,,,,,,,,FRS 004
25786,,,,,,,,,,,FRS 004
25787,,,,,,,,,,,FRS 004
25788,,,,,,,,,,,FRS 004
25789,,,,,,,,,,,FRS 004
25790,,,,,,,,,,,FRS 004
25791,,,,,,,,,,,FRS 004
26931,,,,,,,,,540,650,GGG 201B
26931,,,540,620,,,540,620,,,GGG 201B
26932,,,850,930,,,,,,,GGG 205
26933,,,,,730,780,,,,,GGG 290A
@,960,1020,,,,,,,,,GGG 294
@,,,,,,,,,,,GGG 298
@,,,,,,,,,720,780,GGG 298
@,,,,,1260,735,,,,,GGG 298
@,,,,,,,,,,,GGG 299
@,,,,,,,,,,,GGG 300
26718,790,1020,,,,,,,,,GEO 200BN
26719,,,850,960,,,850,960,,,GEO 200DN
@,,,,,,,600,710,,,GEO 200E
45253,,,1090,1170,,,1090,1170,,,GEO 279
45253,,,,,,,,,1320,770,GEO 279
@,,,,,,,,,,,GEO 293
26728,,,970,1020,,,,,,,GEO 297
@,,,,,,,,,,,GEO 298
@,,,,,,,,,,,GEO 299
@,,,,,,,,,,,GEO 299D
26208,660,710,,,,,,,,,GEL 001
26208,730,780,,,730,780,,,730,780,GEL 001
26209,,,,,,,600,650,,,GEL 001
26209,730,780,,,730,780,,,730,780,GEL 001
26210,730,780,,,730,780,,,730,780,GEL 001
26210,,,,,,,730,780,,,GEL 001
26211,,,730,780,,,,,,,GEL 001
26211,730,780,,,730,780,,,730,780,GEL 001
26212,,,,,660,710,,,,,GEL 001
26212,730,780,,,730,780,,,730,780,GEL 001
26213,600,650,,,,,,,,,GEL 001
26213,730,780,,,730,780,,,730,780,GEL 001
26214,730,780,,,730,780,,,730,780,GEL 001
26214,,,,,600,650,,,,,GEL 001
26215,730,780,,,730,780,,,730,780,GEL 001
26215,,,,,,,,,660,710,GEL 001
26216,730,780,,,730,780,,,730,780,GEL 001
26216,,,600,650,,,,,,,GEL 001
26218,,,730,780,,,730,780,,,GEL 012
26220,850,900,,,850,900,,,,,GEL 017
26221,,,820,900,,,820,900,,,GEL 028
44723,,,910,960,,,,,,,GEL 036
44723,790,840,,,790,840,,,790,840,GEL 036
44724,790,840,,,790,840,,,790,840,GEL 036
44724,730,780,,,,,,,,,GEL 036
44725,790,840,,,790,840,,,790,840,GEL 036
44725,,,660,710,,,,,,,GEL 036
44726,790,840,,,790,840,,,790,840,GEL 036
44726,,,,,730,780,,,,,GEL 036
26223,660,710,,,660,710,,,660,710,GEL 050
26224,,,970,1140,,,970,1140,,,GEL 050L
26225,970,1140,,,970,1140,,,,,GEL 050L
26226,790,960,,,790,960,,,,,GEL 050L
44727,,,,,,,,,,,GEL 053
44727,,,820,900,,,820,900,,,GEL 053
26228,,,,,,,,,,,GEL 081
26228,,,,,910,1020,,,,,GEL 081
26229,,,,,,,,,,,GEL 081
26229,,,910,1020,,,,,,,GEL 081
@,,,,,,,,,,,GEL 092
@,,,,,,,,,,,GEL 098
@,,,,,,,,,,,GEL 099
26338,,,540,620,,,540,620,,,GEL 101
26339,,,,,,,,,,,GEL 101L
26339,790,960,,,790,960,,,,,GEL 101L
26340,,,,,,,,,,,GEL 101L
26340,,,970,1140,,,970,1140,,,GEL 101L
26344,,,730,810,,,730,810,,,GEL 107
26345,1030,1200,,,1030,1200,,,,,GEL 107L
26346,,,630,710,,,630,710,,,GEL 108
44845,540,590,,,540,590,,,540,590,GEL 131
26347,730,780,,,730,780,,,730,780,GEL 141
26348,910,990,,,910,990,,,,,GEL 150B
44847,660,710,,,660,710,,,660,710,GEL 162
26351,,,,,,,970,1080,,,GEL 181
26351,,,,,,,,,,,GEL 181
26352,,,,,480,590,,,,,GEL 183
26352,,,,,,,,,,,GEL 183
26353,1030,1080,,,,,,,,,GEL 186
26354,,,,,600,650,,,,,GEL 186
26355,,,,,1030,1080,,,,,GEL 190
26355,,,,,970,1020,,,,,GEL 190
@,,,,,,,,,,,GEL 192
@,,,,,,,,,,,GEL 194A
@,,,,,,,,,,,GEL 194B
@,,,,,,,,,,,GEL 194HA
@,,,,,,,,,,,GEL 194HB
@,,,,,,,,,,,GEL 198
@,,,,,,,,,,,GEL 199
44848,,,,,,,,,,,GEL 214
44849,,,,,,,,,,,GEL 240
26607,,,,,,,,,,,GEL 260
45144,,,,,,,,,,,GEL 281N
45144,,,,,,,,,,,GEL 281N
26608,,,,,970,1020,,,,,GEL 290
26608,,,,,1030,1080,,,,,GEL 290
26609,,,,,,,,,,,GEL 294
@,,,,,,,,,,,GEL 298
@,,,,,,,,,,,GEL 299
@,,,,,,,,,,,GEL 396
26796,540,590,540,590,540,590,540,590,540,590,GER 002
26796,,,,,,,,,,,GER 002
26797,,,,,,,,,,,GER 002
26797,600,650,600,650,600,650,600,650,600,650,GER 002
26798,,,,,,,,,,,GER 002
26798,660,710,660,710,660,710,660,710,660,710,GER 002
26799,660,710,660,710,660,710,660,710,660,710,GER 003
26799,,,,,,,,,,,GER 003
26800,,,1000,1080,,,1000,1080,,,GER 010
26801,600,650,,,600,650,,,600,650,GER 021
26802,660,710,,,660,710,,,660,710,GER 022
@,,,,,,,,,,,GER 098
@,,,,,,,,,,,GER 099
44851,,,910,990,,,910,990,,,GER 101A
44844,850,900,,,850,900,,,850,900,GER 103
26827,,,,,,,,,,,GER 168
26827,,,730,810,,,730,810,,,GER 168
@,,,,,,,,,,,GER 194HA
@,,,,,,,,,,,GER 194HB
@,,,,,,,,,,,GER 197T
@,,,,,,,,,,,GER 198
@,,,,,,,,,,,GER 199
44856,790,960,,,,,,,,,GER 291
26879,,,790,960,,,,,,,GER 297
@,,,,,,,,,,,GER 298
@,,,,,,,,,,,GER 299
@,,,,,,,,,,,GER 299D
@,,,,,,,,,,,GER 396
@,,,,,,,,,,,GER 400
26143,,,1030,1080,,,,,,,GDB 090
26144,,,1000,1050,,,1000,1050,,,GDB 101
26144,,,1060,1080,,,1060,1080,,,GDB 101
26144,,,,,,,,,850,1020,GDB 101
26145,,,,,,,820,990,,,GDB 101
26145,,,1060,1080,,,1060,1080,,,GDB 101
26145,,,1000,1050,,,1000,1050,,,GDB 101
26146,940,1020,,,940,1020,,,,,GDB 103
26147,850,900,,,,,,,,,GDB 187
26147,,,,,850,900,,,,,GDB 187
27196,660,710,660,710,660,710,660,710,660,710,GRK 002
45129,,,,,730,780,,,,,GRK 002NT
@,,,,,,,,,,,GRK 098
44368,790,840,,,790,840,,,790,840,GRK 103B
@,,,,,,,,,,,GRK 198
@,,,,,,,,,,,GRK 199
32936,,,,,,,,,,,MHI 202
32936,,,,,,,,,,,MHI 202
32937,,,,,,,,,,,MHI 289E
32937,,,,,,,,,,,MHI 289E
32938,,,,,,,,,,,MHI 289F
32939,,,,,,,,,,,MHI 290
@,,,,,,,,,,,MHI 299
27511,600,650,600,650,600,650,,,600,650,HEB 002
27511,,,,,,,600,650,,,HEB 002
@,,,,,,,,,,,HEB 098
@,,,,,,,,,,,HEB 099
27521,790,840,790,840,790,840,790,840,790,840,HIN 002
27522,730,780,730,780,730,780,730,780,730,780,HIN 002
44715,660,710,660,710,660,710,660,710,660,710,HIN 002
27523,850,900,850,900,850,900,850,900,,,HIN 022
@,,,,,,,,,,,HIN 098
@,,,,,,,,,,,HIN 099
27547,,,,,,,730,780,,,HIS 007B
27547,,,910,990,,,910,990,,,HIS 007B
27548,,,910,990,,,910,990,,,HIS 007B
27548,,,,,,,790,840,,,HIS 007B
27549,,,,,,,850,900,,,HIS 007B
27549,,,910,990,,,910,990,,,HIS 007B
44644,,,,,,,,,540,590,HIS 008
44644,,,540,620,,,540,620,,,HIS 008
44645,,,,,,,,,600,650,HIS 008
44645,,,540,620,,,540,620,,,HIS 008
44646,,,540,620,,,540,620,,,HIS 008
44646,,,,,,,,,660,710,HIS 008
44647,,,,,,,,,730,780,HIS 008
44647,,,540,620,,,540,620,,,HIS 008
45280,,,540,620,,,540,620,,,HIS 008
45280,,,,,,,,,790,840,HIS 008
45281,,,540,620,,,540,620,,,HIS 008
45281,,,,,,,,,850,900,HIS 008
27559,,,820,900,,,820,900,,,HIS 009C
27559,,,,,,,540,590,,,HIS 009C
27560,,,,,,,600,650,,,HIS 009C
27560,,,820,900,,,820,900,,,HIS 009C
27561,,,820,900,,,820,900,,,HIS 009C
27561,,,,,,,660,710,,,HIS 009C
44643,,,820,900,,,820,900,,,HIS 009C
44643,,,,,,,730,780,,,HIS 009C
27565,,,730,810,,,730,810,,,HIS 010C
27565,,,,,540,590,,,,,HIS 010C
27566,,,730,810,,,730,810,,,HIS 010C
27566,,,,,600,650,,,,,HIS 010C
27567,,,730,810,,,730,810,,,HIS 010C
27567,,,,,660,710,,,,,HIS 010C
27568,,,730,810,,,730,810,,,HIS 010C
27568,,,,,660,710,,,,,HIS 010C
27569,,,,,790,840,,,,,HIS 010C
27569,,,730,810,,,730,810,,,HIS 010C
27570,,,,,850,900,,,,,HIS 010C
27570,,,730,810,,,730,810,,,HIS 010C
27571,,,730,810,,,730,810,,,HIS 010C
27571,,,,,,,540,590,,,HIS 010C
27572,,,730,810,,,730,810,,,HIS 010C
27572,,,,,,,600,650,,,HIS 010C
27573,,,730,810,,,730,810,,,HIS 010C
27573,,,,,,,660,710,,,HIS 010C
27574,,,,,,,,,540,590,HIS 010C
27574,,,730,810,,,730,810,,,HIS 010C
27575,,,,,,,,,600,650,HIS 010C
27575,,,730,810,,,730,810,,,HIS 010C
27576,,,730,810,,,730,810,,,HIS 010C
27576,,,,,,,,,660,710,HIS 010C
27583,600,650,,,600,650,,,600,650,HIS 012
27583,790,840,,,,,,,,,HIS 012
27584,600,650,,,600,650,,,600,650,HIS 012
27584,660,710,,,,,,,,,HIS 012
27585,600,650,,,600,650,,,600,650,HIS 012
27585,730,780,,,,,,,,,HIS 012
27586,,,540,590,,,,,,,HIS 012
27586,600,650,,,600,650,,,600,650,HIS 012
27587,600,650,,,600,650,,,600,650,HIS 012
27587,,,600,650,,,,,,,HIS 012
27588,,,660,710,,,,,,,HIS 012
27588,600,650,,,600,650,,,600,650,HIS 012
27589,600,650,,,600,650,,,600,650,HIS 012
27589,,,730,780,,,,,,,HIS 012
27590,600,650,,,600,650,,,600,650,HIS 012
27590,,,790,840,,,,,,,HIS 012
27591,600,650,,,600,650,,,600,650,HIS 012
27591,,,850,900,,,,,,,HIS 012
27592,600,650,,,600,650,,,600,650,HIS 012
27592,,,,,850,900,,,,,HIS 012
27593,600,650,,,600,650,,,600,650,HIS 012
27593,,,,,660,710,,,,,HIS 012
27594,600,650,,,600,650,,,600,650,HIS 012
27594,,,,,790,840,,,,,HIS 012
27595,,,,,,,540,590,,,HIS 012
27595,600,650,,,600,650,,,600,650,HIS 012
27596,600,650,,,600,650,,,600,650,HIS 012
27596,,,,,,,600,650,,,HIS 012
27597,600,650,,,600,650,,,600,650,HIS 012
27597,,,,,,,660,710,,,HIS 012
27598,600,650,,,600,650,,,600,650,HIS 012
27598,,,,,,,730,780,,,HIS 012
27599,600,650,,,600,650,,,600,650,HIS 012
27599,,,,,,,790,840,,,HIS 012
27600,600,650,,,600,650,,,600,650,HIS 012
27600,,,,,,,850,900,,,HIS 012
27601,600,650,,,600,650,,,600,650,HIS 012
27601,,,,,,,,,850,900,HIS 012
27602,600,650,,,600,650,,,600,650,HIS 012
27602,,,,,,,,,660,710,HIS 012
27603,600,650,,,600,650,,,600,650,HIS 012
27603,,,,,,,,,730,780,HIS 012
44650,600,650,,,600,650,,,600,650,HIS 012
44650,,,,,,,,,790,840,HIS 012
27604,600,650,,,600,650,,,600,650,HIS 017A
27604,660,710,,,,,,,,,HIS 017A
27605,600,650,,,600,650,,,600,650,HIS 017A
27605,730,780,,,,,,,,,HIS 017A
27606,600,650,,,600,650,,,600,650,HIS 017A
27606,790,840,,,,,,,,,HIS 017A
27607,600,650,,,600,650,,,600,650,HIS 017A
27607,850,900,,,,,,,,,HIS 017A
27608,600,650,,,600,650,,,600,650,HIS 017A
27608,,,,,660,710,,,,,HIS 017A
27609,600,650,,,600,650,,,600,650,HIS 017A
27609,,,,,790,840,,,,,HIS 017A
27610,600,650,,,600,650,,,600,650,HIS 017A
27610,,,,,850,900,,,,,HIS 017A
27611,600,650,,,600,650,,,600,650,HIS 017A
27611,,,,,,,,,660,710,HIS 017A
27612,600,650,,,600,650,,,600,650,HIS 017A
27612,,,,,,,,,730,780,HIS 017A
27613,600,650,,,600,650,,,600,650,HIS 017A
27613,,,,,,,,,790,840,HIS 017A
45282,,,540,590,,,,,,,HIS 017A
45282,600,650,,,600,650,,,600,650,HIS 017A
45283,600,650,,,600,650,,,600,650,HIS 017A
45283,,,600,650,,,,,,,HIS 017A
45284,,,660,710,,,,,,,HIS 017A
45284,600,650,,,600,650,,,600,650,HIS 017A
27616,,,540,590,,,,,,,HIS 017B
27616,790,840,,,790,840,,,790,840,HIS 017B
27617,,,600,650,,,,,,,HIS 017B
27617,790,840,,,790,840,,,790,840,HIS 017B
27618,,,660,710,,,,,,,HIS 017B
27618,790,840,,,790,840,,,790,840,HIS 017B
27619,,,,,540,590,,,,,HIS 017B
27619,790,840,,,790,840,,,790,840,HIS 017B
27620,,,,,600,650,,,,,HIS 017B
27620,790,840,,,790,840,,,790,840,HIS 017B
27621,,,,,660,710,,,,,HIS 017B
27621,790,840,,,790,840,,,790,840,HIS 017B
27622,,,,,,,540,590,,,HIS 017B
27622,790,840,,,790,840,,,790,840,HIS 017B
27623,,,,,,,600,650,,,HIS 017B
27623,790,840,,,790,840,,,790,840,HIS 017B
27624,,,,,,,660,710,,,HIS 017B
27624,790,840,,,790,840,,,790,840,HIS 017B
27625,,,,,,,730,780,,,HIS 017B
27625,790,840,,,790,840,,,790,840,HIS 017B
27626,790,840,,,790,840,,,790,840,HIS 017B
27626,,,,,,,790,840,,,HIS 017B
27627,790,840,,,790,840,,,790,840,HIS 017B
27627,,,,,,,850,900,,,HIS 017B
27628,,,,,,,,,600,650,HIS 017B
27628,790,840,,,790,840,,,790,840,HIS 017B
27629,,,,,,,,,660,710,HIS 017B
27629,790,840,,,790,840,,,790,840,HIS 017B
27630,,,,,,,,,730,780,HIS 017B
27630,790,840,,,790,840,,,790,840,HIS 017B
44651,660,710,,,660,710,,,660,710,HIS 019
44651,,,540,590,,,,,,,HIS 019
44652,660,710,,,660,710,,,660,710,HIS 019
44652,,,600,650,,,,,,,HIS 019
44653,,,660,710,,,,,,,HIS 019
44653,660,710,,,660,710,,,660,710,HIS 019
44654,660,710,,,660,710,,,660,710,HIS 019
44654,,,730,780,,,,,,,HIS 019
27631,,,730,780,,,,,,,HIS 072A
27631,850,900,,,850,900,,,850,900,HIS 072A
27632,850,900,,,850,900,,,850,900,HIS 072A
27632,,,790,840,,,,,,,HIS 072A
27633,,,850,900,,,,,,,HIS 072A
27633,850,900,,,850,900,,,850,900,HIS 072A
27634,850,900,,,850,900,,,850,900,HIS 072A
27634,,,,,540,590,,,,,HIS 072A
27635,850,900,,,850,900,,,850,900,HIS 072A
27635,,,,,600,650,,,,,HIS 072A
27636,,,,,660,710,,,,,HIS 072A
27636,850,900,,,850,900,,,850,900,HIS 072A
27637,,,,,,,,,600,650,HIS 072A
27637,850,900,,,850,900,,,850,900,HIS 072A
27638,,,,,,,,,660,710,HIS 072A
27638,850,900,,,850,900,,,850,900,HIS 072A
27639,,,,,,,,,730,780,HIS 072A
27639,850,900,,,850,900,,,850,900,HIS 072A
44655,,,,,,,,,790,840,HIS 072A
44655,850,900,,,850,900,,,850,900,HIS 072A
@,,,,,,,,,,,HIS 098
@,,,,,,,,,,,HIS 099
44693,,,540,710,,,,,,,HIS 102D
44694,,,,,540,710,,,,,HIS 102E
44695,,,,,,,850,1020,,,HIS 102E
44697,540,710,,,,,,,,,HIS 102L
44698,,,,,,,730,900,,,HIS 102R
@,,,,,,,,,,,HIS 103
@,,,,,,,,,,,HIS 104B
27820,,,910,990,,,910,990,,,HIS 110A
44679,,,540,620,,,540,620,,,HIS 113
44680,600,650,,,600,650,,,600,650,HIS 119
44681,,,1000,1080,,,1000,1080,,,HIS 132
45285,,,820,900,,,820,900,,,HIS 136
27826,790,840,,,790,840,,,790,840,HIS 146B
44682,,,630,710,,,630,710,,,HIS 147A
44683,,,1000,1080,,,1000,1080,,,HIS 157
44684,,,910,990,,,910,990,,,HIS 160
44685,,,820,900,,,820,900,,,HIS 168
44686,850,900,,,850,900,,,850,900,HIS 170A
44687,660,710,,,660,710,,,660,710,HIS 171B
44688,,,630,710,,,630,710,,,HIS 172
44689,,,820,900,,,820,900,,,HIS 174B
44690,790,840,,,790,840,,,790,840,HIS 177A
27834,,,540,620,,,540,620,,,HIS 183A
44691,,,730,810,,,730,810,,,HIS 184
27839,,,730,810,,,730,810,,,HIS 191F
@,,,,,,,,,,,HIS 192
27882,910,960,,,910,960,,,910,960,HIS 193A
44692,,,1000,1080,,,1000,1080,,,HIS 195B
27884,,,540,620,,,540,620,,,HIS 196A
@,,,,,,,,,,,HIS 197T
@,,,,,,,,,,,HIS 198
@,,,,,,,,,,,HIS 199
44699,,,,,970,1140,,,,,HIS 201I
44700,,,910,1080,,,,,,,HIS 201X
44701,,,,,,,910,1080,,,HIS 202H
44702,910,1080,,,,,,,,,HIS 202H
44703,,,,,,,,,910,1080,HIS 203B
@,,,,,,,,,,,HIS 298
@,,,,,,,,,,,HIS 299
@,,,,,,,,,,,HIS 299D
@,,,,,,,,,,,HIS 389
@,,,,,,,,,,,HIS 390
28542,1380,740,,,,,,,,,HRT 203
28542,,,,,1380,740,,,,,HRT 203
@,,,,,,,,,,,HRT 298
@,,,,,,,,,,,HRT 299
27258,730,840,,,730,840,,,,,HDE 100A
27259,,,730,840,,,730,840,,,HDE 100B
45226,,,730,810,,,730,810,,,HDE 102
27263,600,710,,,600,710,,,,,HDE 110
45349,1000,1080,,,1000,1080,,,,,HDE 112
27265,,,790,960,,,,,,,HDE 120
27265,,,630,710,,,630,710,,,HDE 120
27266,,,970,1140,,,,,,,HDE 120
27266,,,630,710,,,630,710,,,HDE 120
27267,,,630,710,,,630,710,,,HDE 120
27267,,,,,540,710,,,,,HDE 120
27268,,,630,710,,,630,710,,,HDE 120
27268,,,,,730,900,,,,,HDE 120
27269,,,630,710,,,630,710,,,HDE 120
27269,,,,,,,790,960,,,HDE 120
27270,,,630,710,,,630,710,,,HDE 120
27270,,,,,,,970,1140,,,HDE 120
27271,,,630,710,,,630,710,,,HDE 120
27271,,,,,,,,,1320,770,HDE 120
27272,,,630,710,,,630,710,,,HDE 120
27272,,,,,,,,,790,960,HDE 120
45350,,,910,990,,,910,990,,,HDE 133
45131,,,540,620,,,540,620,,,HDE 135
27277,850,960,,,850,960,,,,,HDE 163
27380,,,,,,,,,,,HDE 200B
27380,730,960,,,,,,,,,HDE 200B
27381,850,1080,,,,,,,,,HDE 220
@,,,,,,,,,,,HDE 290C
@,,,,,,,730,780,,,HDE 298
@,,,,,790,1020,,,,,HDE 298
@,,,,,,,,,,,HDE 299
28289,850,960,,,850,960,,,,,HMR 120A
44987,,,630,710,,,630,710,,,HMR 130
28291,600,680,,,600,680,,,,,HMR 131
28291,690,710,,,690,710,,,,,HMR 131
44374,,,730,810,,,730,810,,,HMR 136
44375,,,940,960,,,940,960,,,HMR 140A
44375,,,850,930,,,850,930,,,HMR 140A
@,,,,,,,,,,,HMR 198
@,,,,,,,,,,,HMR 199
44297,,,,,970,1140,,,,,HMR 200B
@,,,,,,,,,,,HMR 299
28557,,,820,900,,,820,900,,,HUM 002A
28558,,,630,710,,,630,710,,,HUM 002A
44371,600,650,,,600,650,,,600,650,HUM 002B
@,,,,,,,,,,,HUM 092
@,,,,,,,,,,,HUM 192
@,,,,,,,,,,,HUM 198
@,,,,,,,,,,,HUM 199
@,,,,,,,,,,,HUM 298
@,,,,,,,,,,,HUM 299
@,,,,,,,,,,,HUM 396
@,,,,,,,,,,,HYD 092
@,,,,,,,,,,,HYD 098
28659,,,790,840,,,,,,,HYD 142
28659,730,780,,,730,780,,,730,780,HYD 142
28661,,,,,,,,,820,990,HYD 145
28661,,,630,710,,,630,710,,,HYD 145
28662,,,540,620,,,540,620,,,HYD 146
28662,,,,,850,1020,,,,,HYD 146
28663,,,1000,1080,,,1000,1080,,,HYD 150
@,,,,,,,,,,,HYD 192
@,,,,,,,,,,,HYD 198
@,,,,,,,,,,,HYD 199
28873,,,,,730,780,,,,,HYD 201B
@,,,,,,,,,,,HYD 290
@,,,,,,,,,,,HYD 298
@,,,,,,,,,,,HYD 298
@,,,,,,,,,,,HYD 299
@,,,,,,,,,,,HYD 396
29540,,,,,,,,,,,IMM 202L
29541,,,,,,,,,,,IMM 293
@,,,,,,,,,,,IST 008A
@,,,,,,,,,,,IST 008A
@,,,,,,,,,,,IST 197T
29152,,,540,620,,,540,620,,,IAD 010
29152,,,910,960,,,,,,,IAD 010
29153,,,540,620,,,540,620,,,IAD 010
29153,,,970,1020,,,,,,,IAD 010
@,,,,,,,,,,,IAD 092
@,,,,,,,,,,,IAD 192
@,,,,,,,,,,,IAD 198
@,,,,,,,,,,,IAD 199
29227,,,730,810,,,730,810,,,IAD 201
29227,,,820,840,,,820,840,,,IAD 201
29228,,,,,,,,,,,IAD 203N
29228,,,,,,,850,1020,,,IAD 203N
@,,,,,,,,,,,IAD 290
@,970,1020,,,,,,,,,IAD 290
@,1030,1080,,,,,,,,,IAD 290
@,,,,,,,,,,,IAD 291
@,,,,,,,,,,,IAD 292
@,,,,,,,,,,,IAD 298
@,,,,,,,,,,,IAD 299
@,,,,,,,,,,,IRE 098
@,,,,,,,,,,,IRE 099
@,,,,,,,,,,,IRE 192
@,,,,,,,,,,,IRE 198
@,,,,,,,,,,,IRE 199
29618,540,590,540,590,540,590,540,590,540,590,ITA 002
29618,,,,,,,,,,,ITA 002
29619,600,650,600,650,600,650,600,650,600,650,ITA 002
29619,,,,,,,,,,,ITA 002
29620,,,,,,,,,,,ITA 002
29620,660,710,660,710,660,710,660,710,660,710,ITA 002
29621,600,650,,,600,650,,,600,650,ITA 005
29621,,,,,,,,,,,ITA 005
29623,660,710,660,710,660,710,660,710,660,710,ITA 031
@,,,,,,,,,,,ITA 098
29631,730,780,,,730,780,,,730,780,ITA 101
44424,,,820,900,,,820,900,,,ITA 113
@,,,,,,,,,,,ITA 192
@,,,,,,,,,,,ITA 194H
@,,,,,,,,,,,ITA 195H
@,,,,,,,,,,,ITA 197T
@,,,,,,,,,,,ITA 197TC
@,,,,,,,,,,,ITA 198
@,,,,,,,,,,,ITA 199
@,,,,,,,,,,,ITA 297
@,,,,,,,,,,,ITA 298
@,,,,,,,,,,,ITA 299
@,,,,,,,,,,,ITA 299D
@,,,,,,,,,,,ITA 396
29688,540,590,540,590,540,590,540,590,540,590,JPN 002
29689,540,590,540,590,540,590,540,590,540,590,JPN 002
29690,600,650,600,650,600,650,600,650,600,650,JPN 002
29691,600,650,600,650,600,650,600,650,600,650,JPN 002
29692,660,710,660,710,660,710,660,710,660,710,JPN 002
29693,730,780,730,780,730,780,730,780,730,780,JPN 002
29694,730,780,730,780,730,780,730,780,730,780,JPN 002
29695,790,840,790,840,790,840,790,840,790,840,JPN 002
29696,850,900,850,900,850,900,850,900,850,900,JPN 002
29697,850,900,850,900,850,900,850,900,850,900,JPN 002
29698,910,960,910,960,910,960,910,960,910,960,JPN 002
29699,910,960,910,960,910,960,910,960,910,960,JPN 002
29700,970,1020,970,1020,970,1020,970,1020,970,1020,JPN 002
29701,660,710,660,710,660,710,660,710,660,710,JPN 005
29702,730,780,730,780,730,780,730,780,730,780,JPN 005
29703,790,840,790,840,790,840,790,840,790,840,JPN 005
29704,790,840,790,840,790,840,790,840,790,840,JPN 005
29705,850,900,850,900,850,900,850,900,850,900,JPN 005
@,,,,,,,,,,,JPN 098
@,,,,,,,,,,,JPN 099
29734,730,810,,,730,810,,,,,JPN 102
29734,820,840,,,820,840,,,,,JPN 102
29737,,,910,990,,,910,990,,,JPN 109
29737,,,1090,1260,,,,,,,JPN 109
29738,600,650,,,600,650,600,650,,,JPN 112
29738,,,600,650,,,,,,,JPN 112
29739,480,530,,,480,530,480,530,,,JPN 112
29739,,,480,530,,,,,,,JPN 112
29740,790,840,,,790,840,790,840,,,JPN 112
29740,,,790,840,,,,,,,JPN 112
29741,600,680,,,600,680,,,,,JPN 122
29741,690,710,,,690,710,,,,,JPN 122
29743,850,930,,,850,930,,,,,JPN 151
29743,940,960,,,940,960,,,,,JPN 151
44333,970,1050,,,970,1050,,,,,JPN 155
44333,1060,1080,,,1060,1080,,,,,JPN 155
@,,,,,,,,,,,JPN 192
@,,,,,,,,,,,JPN 197T
@,,,,,,,,,,,JPN 198
@,,,,,,,,,,,JPN 199
@,,,,,,,,,,,JPN 299
29820,850,960,,,850,960,,,,,LDA 002
29821,,,,,,,,,540,590,LDA 030
29821,,,910,990,,,910,990,,,LDA 030
29822,,,,,,,,,600,650,LDA 030
29822,,,910,990,,,910,990,,,LDA 030
29823,,,,,,,,,540,590,LDA 030
29823,,,910,990,,,910,990,,,LDA 030
